Transcript stable ID,Gene name
W10C8.4c.3,W10C8.4
W10C8.4d.1,W10C8.4
W10C8.5.1,W10C8.5
W10C8.5.2,W10C8.5
W10D9.1.1,W10D9.1
W10D9.2,W10D9.2
W10D9.3a.1,W10D9.3
W10D9.3b.1,W10D9.3
W10D9.4a.1,nfyb-1
W10D9.4b.1,nfyb-1
W10D9.5a.1,tomm-22
W10D9.5b.1,tomm-22
W10D9.5b.2,tomm-22
W10G11.1.1,W10G11.1
W10G11.2.1,W10G11.2
W10G11.3.1,W10G11.3
W10G11.4.1,W10G11.4
W10G11.5.1,clec-127
W10G11.6.1,clec-128
W10G11.7,clec-131
W10G11.11.1,clec-134
W10G11.12.1,clec-133
W10G11.13.1,clec-132
W10G11.14.1,clec-130
W10G11.15.1,clec-129
W10G11.16a.1,lgc-45
W10G11.16b.1,lgc-45
W10G11.16c.1,lgc-45
W10G11.19.1,W10G11.19
W10G11.20.1,dnc-3
W10G11.20.2,dnc-3
W10G11.20.3,dnc-3
Y1B5A.1.1,Y1B5A.1
Y4C6A.1,Y4C6A.1
Y4C6A.2a.1,mgl-3
Y4C6A.2a.2,mgl-3
Y4C6A.2b,mgl-3
Y4C6A.2c,mgl-3
Y4C6A.2d.1,mgl-3
Y4C6A.2d.2,mgl-3
Y4C6A.2e.1,mgl-3
Y4C6A.2f.1,mgl-3
Y4C6A.2g.1,mgl-3
Y4C6A.2h.1,mgl-3
Y4C6A.2i,mgl-3
Y4C6A.3.1,Y4C6A.3
Y4C6A.4.1,Y4C6A.4
Y4C6B.1.1,Y4C6B.1
Y4C6B.2a.1,Y4C6B.2
Y4C6B.2b.1,Y4C6B.2
Y4C6B.3a.1,Y4C6B.3
Y4C6B.3b.1,Y4C6B.3
Y4C6B.3c.1,Y4C6B.3
Y4C6B.4a.1,Y4C6B.4
Y4C6B.4b.1,Y4C6B.4
Y4C6B.5.1,Y4C6B.5
Y4C6B.6.1,gba-4
Y4C6B.7a.1,Y4C6B.7
Y4C6B.7b.1,Y4C6B.7
Y5H2A.1.1,Y5H2A.1
Y5H2A.2.1,nhr-275
Y5H2B.1a.1,Y5H2B.1
Y5H2B.1b.1,Y5H2B.1
Y5H2B.3.1,Y5H2B.3
Y5H2B.4.1,srbc-42
Y5H2B.5.1,cyp-32B1
Y5H2B.6.1,cyp-33C12
Y5H2B.7.1,srt-40
Y6D11A.2.1,arx-4
Y8A9A.2.1,Y8A9A.2
Y8A9A.3.1,Y8A9A.3
Y8A9A.4.1,Y8A9A.4
Y8A9A.5.1,fbxb-99
Y8G1A.1a.1,math-46
Y8G1A.1b.1,math-46
Y9C9A.1.1,Y9C9A.1
Y9C9A.5.1,Y9C9A.5
Y9C9A.8.1,Y9C9A.8
Y9C9A.12.1,fbxa-86
Y9C9A.13.1,Y9C9A.13
Y9C9A.14,srz-27
Y9C9A.15,srz-28
Y9C9A.16a.1,Y9C9A.16
Y9C9A.16b.1,Y9C9A.16
Y9C9A.17,Y9C9A.17
Y9C12A.1.1,Y9C12A.1
Y9D1A.1.1,Y9D1A.1
Y9D1A.2,Y9D1A.2
Y13C8A.1.1,Y13C8A.1
Y14H12A.1.1,Y14H12A.1
Y14H12B.1a.1,Y14H12B.1
Y14H12B.1b.1,Y14H12B.1
Y14H12B.1c.1,Y14H12B.1
Y14H12B.2.1,Y14H12B.2
Y16E11A.1.1,math-44
Y16E11A.2.1,Y16E11A.2
Y17G9A.2.1,Y17G9A.2
Y17G9A.3a.1,Y17G9A.3
Y17G9A.3b.1,Y17G9A.3
Y17G9A.4.1,Y17G9A.4
Y17G9B.1.1,npp-26
Y17G9B.2.1,Y17G9B.2
Y17G9B.3.1,cyp-31A3
Y17G9B.4a.1,Y17G9B.4
Y17G9B.4b,Y17G9B.4
Y17G9B.5.1,Y17G9B.5
Y17G9B.7a.1,fbxb-77
Y17G9B.7b.1,fbxb-77
Y17G9B.8.1,Y17G9B.8
Y18H1A.1.1,ptp-5.3
Y18H1A.2a.1,Y18H1A.2
Y18H1A.2b.1,Y18H1A.2
Y18H1A.3a.1,hgap-1
Y18H1A.3b.1,hgap-1
Y18H1A.3c.1,hgap-1
Y18H1A.3d.1,hgap-1
Y18H1A.3e.1,hgap-1
Y18H1A.4.1,Y18H1A.4
Y18H1A.4.2,Y18H1A.4
Y18H1A.8a.1,Y18H1A.8
Y18H1A.8b.1,Y18H1A.8
Y18H1A.9.1,Y18H1A.9
Y18H1A.10.1,hasp-2
Y18H1A.11a.1,Y18H1A.11
Y18H1A.11b.1,Y18H1A.11
Y18H1A.11c.1,Y18H1A.11
Y18H1A.11d.1,Y18H1A.11
Y19D10A.1a.1,Y19D10A.1
Y19D10A.1b,Y19D10A.1
Y19D10A.2.1,Y19D10A.2
Y19D10A.3,srd-76
Y19D10A.4a.1,Y19D10A.4
Y19D10A.4b,Y19D10A.4
Y19D10A.4c.1,Y19D10A.4
Y19D10A.4d.1,Y19D10A.4
Y19D10A.5a.1,Y19D10A.5
Y19D10A.5b.1,Y19D10A.5
Y19D10A.6.1,Y19D10A.6
Y19D10A.7a.1,irld-53
Y19D10A.7b.1,irld-53
Y19D10A.7c,irld-53
Y19D10A.7d,irld-53
Y19D10A.7e,irld-53
Y19D10A.7f,irld-53
Y19D10A.7g.1,irld-53
Y19D10A.7h.1,irld-53
Y19D10A.8a.1,Y19D10A.8
Y19D10A.8b.1,Y19D10A.8
Y19D10A.9.1,clec-209
Y19D10A.10,Y19D10A.10
Y19D10A.11a.1,Y19D10A.11
Y19D10A.11b.1,Y19D10A.11
Y19D10A.11c,Y19D10A.11
Y19D10A.12a.1,mct-1
Y19D10A.12b.1,mct-1
Y19D10A.12c.1,mct-1
Y19D10A.13.1,str-265
Y19D10B.1,Y19D10B.1
Y19D10B.3.1,irld-15
Y19D10B.4,Y19D10B.4
Y19D10B.5,irld-16
Y19D10B.6.1,Y19D10B.6
Y19D10B.7.1,pud-1.2
Y20F4.2.1,crtc-1
Y20F4.2.2,crtc-1
Y20F4.3a.1,gap-3
Y20F4.3b.1,gap-3
Y20F4.4a.1,Y20F4.4
Y20F4.4b.1,Y20F4.4
Y22D7AL.1.1,Y22D7AL.1
Y22D7AL.3.1,Y22D7AL.3
Y22D7AL.4.1,Y22D7AL.4
Y22D7AL.6a.1,Y22D7AL.6
Y22D7AL.6b.1,Y22D7AL.6
Y22D7AL.7.1,Y22D7AL.7
Y22D7AL.9.1,Y22D7AL.9
Y22D7AL.10.1,Y22D7AL.10
Y22D7AL.10.2,Y22D7AL.10
Y22D7AL.11.1,Y22D7AL.11
Y22D7AL.12.1,Y22D7AL.12
Y22D7AL.13.1,Y22D7AL.13
Y22D7AL.14.1,cht-4
Y22D7AL.15.1,Y22D7AL.15
Y22D7AL.16.1,Y22D7AL.16
Y22D7AR.2.1,Y22D7AR.2
Y22D7AR.3.1,Y22D7AR.3
Y22D7AR.5.1,glb-30
Y22D7AR.6.1,Y22D7AR.6
Y22D7AR.6.2,Y22D7AR.6
Y22D7AR.7.1,Y22D7AR.7
Y22D7AR.9.1,fbxa-74
Y22D7AR.9.2,fbxa-74
Y22D7AR.9.3,fbxa-74
Y22D7AR.10.1,Y22D7AR.10
Y22D7AR.11.1,fbxa-13
Y22D7AR.11.2,fbxa-13
Y22D7AR.12,Y22D7AR.12
Y22D7AR.14.1,Y22D7AR.14
Y23B4A.1.1,Y23B4A.1
Y23B4A.2.1,capa-1
Y23H5A.2a.1,Y23H5A.2
Y23H5A.2b.1,Y23H5A.2
Y23H5A.2c,Y23H5A.2
Y23H5A.3.1,pid-3
Y23H5A.4a.1,spe-47
Y23H5A.4b.1,spe-47
Y23H5B.1.1,Y23H5B.1
Y23H5B.2,Y23H5B.2
Y23H5B.3.1,Y23H5B.3
Y23H5B.4.1,dmsr-2
Y23H5B.5.1,Y23H5B.5
Y23H5B.6a.1,Y23H5B.6
Y23H5B.6b.1,Y23H5B.6
Y23H5B.6c.1,Y23H5B.6
Y23H5B.7a,Y23H5B.7
Y23H5B.7b,Y23H5B.7
Y23H5B.8.1,Y23H5B.8
Y23H5B.9.1,nspd-8
Y24D9A.1a.1,ell-1
Y24D9A.1a.2,ell-1
Y24D9A.1b,ell-1
Y24D9A.1c.1,ell-1
Y24D9A.2.1,set-21
Y24D9A.6.1,Y24D9A.6
Y24D9A.7.1,Y24D9A.7
Y24D9A.8a.1,tald-1
Y24D9A.8a.2,tald-1
Y24D9A.8b.1,tald-1
Y24D9A.8b.2,tald-1
Y24D9A.8b.3,tald-1
Y24D9B.1.1,Y24D9B.1
Y25C1A.1.1,clec-123
Y25C1A.2.1,Y25C1A.2
Y25C1A.3.1,clec-122
Y25C1A.4.1,clec-121
Y25C1A.5.1,copb-1
Y25C1A.5.2,copb-1
Y25C1A.6.1,Y25C1A.6
Y25C1A.7a.1,Y25C1A.7
Y25C1A.7a.2,Y25C1A.7
Y25C1A.7a.3,Y25C1A.7
Y25C1A.7b.1,Y25C1A.7
Y25C1A.7c.1,Y25C1A.7
Y25C1A.7c.2,Y25C1A.7
Y25C1A.7c.3,Y25C1A.7
Y25C1A.8a.1,Y25C1A.8
Y25C1A.8b.1,Y25C1A.8
Y25C1A.13.1,Y25C1A.13
Y27F2A.5.1,fbxc-55
Y27F2A.6.1,Y27F2A.6
Y27F2A.8.1,Y27F2A.8
Y27F2A.9.1,Y27F2A.9
Y32G9A.2a.1,Y32G9A.2
Y32G9A.2b.1,Y32G9A.2
Y32G9A.2c.1,Y32G9A.2
Y32G9A.2d.1,Y32G9A.2
Y32G9A.3a.1,Y32G9A.3
Y32G9A.3b,Y32G9A.3
Y32G9A.3c.1,Y32G9A.3
Y32G9A.5.1,Y32G9A.5
Y32G9A.6a.1,nphp-2
Y32G9A.6b.1,nphp-2
Y32G9A.6c.1,nphp-2
Y32G9A.6d.1,nphp-2
Y32G9A.6e.1,nphp-2
Y32G9A.6f.1,nphp-2
Y32G9A.6g,nphp-2
Y32G9A.6h,nphp-2
Y32G9A.8a.1,zig-11
Y32G9A.8a.2,zig-11
Y32G9A.8b.1,zig-11
Y32G9B.1a.1,Y32G9B.1
Y32G9B.1b.1,Y32G9B.1
Y32G9B.1c,Y32G9B.1
Y32G9B.1d.1,Y32G9B.1
Y32G9B.1e.1,Y32G9B.1
Y32H12A.1.1,Y32H12A.1
Y32H12A.2a.1,thoc-5
Y32H12A.2a.2,thoc-5
Y32H12A.2b.1,thoc-5
Y32H12A.2b.2,thoc-5
Y32H12A.4.1,szy-2
Y32H12A.5.1,paqr-2
Y32H12A.6.1,Y32H12A.6
Y32H12A.7.1,Y32H12A.7
Y32H12A.7.2,Y32H12A.7
Y32H12A.8a.1,Y32H12A.8
Y32H12A.8b.1,Y32H12A.8
Y32H12A.8c.1,Y32H12A.8
Y32H12A.8d.1,Y32H12A.8
Y32H12A.8e.1,Y32H12A.8
Y32H12A.9,Y32H12A.9
Y34B4A.2.1,Y34B4A.2
Y34B4A.4a.1,Y34B4A.4
Y34B4A.4b.1,Y34B4A.4
Y34B4A.5.1,Y34B4A.5
Y34B4A.6.1,Y34B4A.6
Y34B4A.7.1,Y34B4A.7
Y34B4A.7.2,Y34B4A.7
Y34B4A.7.3,Y34B4A.7
Y34B4A.8a.1,rga-8
Y34B4A.8b.1,rga-8
Y34B4A.8c.1,rga-8
Y34B4A.8d.1,rga-8
Y34B4A.8e.1,rga-8
Y34B4A.8f.1,rga-8
Y34B4A.8g.1,rga-8
Y34B4A.9.1,Y34B4A.9
Y34B4A.10.1,Y34B4A.10
Y34B4A.10.2,Y34B4A.10
Y34D9A.1.1,mrpl-38
Y34D9A.2.1,npr-23
Y34D9A.3a.1,Y34D9A.3
Y34D9A.3b.1,Y34D9A.3
Y34D9A.3c.1,Y34D9A.3
Y34D9A.3d.1,Y34D9A.3
Y34D9A.3e.1,Y34D9A.3
Y34D9A.3f.1,Y34D9A.3
Y34D9A.6.1,glrx-10
Y34D9A.7a.1,Y34D9A.7
Y34D9A.7b.1,Y34D9A.7
Y34D9A.7c.1,Y34D9A.7
Y34D9A.8a.1,Y34D9A.8
Y34D9A.8b.1,Y34D9A.8
Y34D9A.8c.1,Y34D9A.8
Y34D9A.10.1,vps-4
Y34D9A.11.1,spp-23
Y34F4.1a.1,Y34F4.1
Y34F4.1b.1,Y34F4.1
Y34F4.2a.1,Y34F4.2
Y34F4.2b.1,Y34F4.2
Y34F4.3.1,Y34F4.3
Y34F4.4.1,Y34F4.4
Y34F4.5a.1,Y34F4.5
Y34F4.5b.1,Y34F4.5
Y35H6.3,Y35H6.3
Y37B11A.1a.1,cutl-23
Y37B11A.1b.1,cutl-23
Y37B11A.2a.1,rev-3
Y37B11A.2b.1,rev-3
Y37B11A.3.1,Y37B11A.3
Y37E3.1.1,Y37E3.1
Y37E3.3.1,rpb-10
Y37E3.4.1,moag-4
Y37E3.4.2,moag-4
Y37E3.5a.1,arl-13
Y37E3.5b.1,arl-13
Y37E3.5c.1,arl-13
Y37E3.5d.1,arl-13
Y37E3.8a.1,Y37E3.8
Y37E3.8b.1,Y37E3.8
Y37E3.8b.2,Y37E3.8
Y37E3.10a.1,eif-2alpha
Y37E3.10b,eif-2alpha
Y37E3.11a.1,pcyt-2.1
Y37E3.11b.1,pcyt-2.1
Y37E3.11c.1,pcyt-2.1
Y37E3.11c.2,pcyt-2.1
Y37E3.11d.1,pcyt-2.1
Y37E3.11e.1,pcyt-2.1
Y37E3.11e.2,pcyt-2.1
Y37E3.11e.3,pcyt-2.1
Y37E3.11e.4,pcyt-2.1
Y37E3.11f.1,pcyt-2.1
Y37E3.11f.2,pcyt-2.1
Y37E3.11g.1,pcyt-2.1
Y37E3.11g.2,pcyt-2.1
Y37E3.11h.1,pcyt-2.1
Y37E3.11i.1,pcyt-2.1
Y37E3.13a.1,iglr-3
Y37E3.13b.1,iglr-3
Y37E3.16.1,fpn-1.1
Y37E3.16.2,fpn-1.1
Y37E3.17a.1,Y37E3.17
Y37E3.17b.1,Y37E3.17
Y37E3.17c.1,Y37E3.17
Y37E3.17d.1,Y37E3.17
Y37E11AL.1.1,Y37E11AL.1
Y37E11AL.2a.1,Y37E11AL.2
Y37E11AL.2b.1,Y37E11AL.2
Y37E11AL.3a.1,Y37E11AL.3
Y37E11AL.3a.2,Y37E11AL.3
Y37E11AL.3b.1,Y37E11AL.3
Y37E11AL.3b.2,Y37E11AL.3
Y37E11AL.4,Y37E11AL.4
Y37E11AL.6a.1,fmil-1
Y37E11AL.6b.1,fmil-1
Y37E11AL.6c.1,fmil-1
Y37E11AL.8.1,taf-6.2
Y37E11AL.8.2,taf-6.2
Y37E11AL.9.1,Y37E11AL.9
Y37E11AM.1a.1,smgl-2
Y37E11AM.1b.1,smgl-2
Y37E11AM.2a.1,Y37E11AM.2
Y37E11AM.2a.2,Y37E11AM.2
Y37E11AM.2b.1,Y37E11AM.2
Y37E11AM.2b.2,Y37E11AM.2
Y37E11AM.3b.1,Y37E11AM.3
Y37E11AM.3c.1,Y37E11AM.3
Y37E11AR.1.1,best-20
Y37E11AR.2.1,siah-1
Y37E11AR.3a.1,nape-2
Y37E11AR.3b.1,nape-2
Y37E11AR.3c.1,nape-2
Y37E11AR.4.1,nape-1
Y37E11AR.5a.1,ugt-45
Y37E11AR.5b.1,ugt-45
Y37E11AR.7.1,Y37E11AR.7
Y37E11B.1a.1,Y37E11B.1
Y37E11B.1a.2,Y37E11B.1
Y37E11B.1b.1,Y37E11B.1
Y37E11B.2.1,Y37E11B.2
Y37E11B.2.2,Y37E11B.2
Y37E11B.2.3,Y37E11B.2
Y37E11B.3a.1,blos-7
Y37E11B.3b.1,blos-7
Y37E11B.5.1,Y37E11B.5
Y37E11B.6.1,Y37E11B.6
Y37E11B.7a.1,Y37E11B.7
Y37E11B.7b.1,Y37E11B.7
Y37E11B.9,Y37E11B.9
Y37E11B.10a.1,Y37E11B.10
Y37E11B.10b.1,Y37E11B.10
Y37E11B.10b.2,Y37E11B.10
Y37F4.1.1,Y37F4.1
Y37F4.2.1,Y37F4.2
Y37F4.3.1,Y37F4.3
Y37F4.4.1,Y37F4.4
Y37F4.5.1,Y37F4.5
Y37F4.6a.1,Y37F4.6
Y37F4.6b.1,Y37F4.6
Y37F4.7.1,Y37F4.7
Y38A10A.2.1,Y38A10A.2
Y38A10A.4.1,fbxa-214
Y38A10A.6.1,smut-1
Y38A10A.7.1,Y38A10A.7
Y38C1AA.1a.1,Y38C1AA.1
Y38C1AA.1b.1,Y38C1AA.1
Y38C1AA.1c.1,Y38C1AA.1
Y38C1AA.1d.1,Y38C1AA.1
Y38C1AA.3a.1,pnc-1
Y38C1AA.3b.1,pnc-1
Y38C1AA.3b.2,pnc-1
Y38C1AA.5a.1,cutl-24
Y38C1AA.5b.1,cutl-24
Y38C1AA.6.1,Y38C1AA.6
Y38C1AA.7.1,Y38C1AA.7
Y38C1AA.9.1,Y38C1AA.9
Y38C1AA.11.1,prdx-6
Y38C1AA.11.2,prdx-6
Y38C1AA.12a.1,Y38C1AA.12
Y38C1AA.12b.1,Y38C1AA.12
Y38C1AB.1.1,Y38C1AB.1
Y38C1AB.2.1,trpl-3
Y38C1AB.3.1,Y38C1AB.3
Y38C1AB.4.1,frm-5.2
Y38C1AB.5.1,Y38C1AB.5
Y38C1AB.6.1,trpl-4
Y38C1AB.7.1,Y38C1AB.7
Y38C1BA.1.1,Y38C1BA.1
Y38C9B.1.1,cyp-29A3
Y38C9B.2.1,srt-52
Y38C9B.3.1,Y38C9B.3
Y38F2AL.1.1,nsy-4
Y38F2AL.1.2,nsy-4
Y38F2AL.2.1,mksr-2
Y38F2AL.5.1,nhr-236
Y38F2AL.6,Y38F2AL.6
Y38F2AR.1a.1,eri-5
Y38F2AR.1b.1,eri-5
Y38F2AR.2.1,trap-3
Y38F2AR.3a.1,Y38F2AR.3
Y38F2AR.3b.1,Y38F2AR.3
Y38F2AR.3c.1,Y38F2AR.3
Y38F2AR.3d.1,Y38F2AR.3
Y38F2AR.5a.1,tftc-1
Y38F2AR.5b.1,tftc-1
Y38F2AR.7.1,ppgn-1
Y38F2AR.7.2,ppgn-1
Y38F2AR.9.1,Y38F2AR.9
Y38F2AR.10.1,Y38F2AR.10
Y38F2AR.12a.1,Y38F2AR.12
Y38F2AR.12b.1,Y38F2AR.12
Y38F2AR.12c.1,Y38F2AR.12
Y39A3A.2.1,Y39A3A.2
Y39A3A.3.1,Y39A3A.3
Y39A3A.4.1,Y39A3A.4
Y39A3B.1.1,Y39A3B.1
Y39A3B.2.1,lgc-42
Y39A3B.3.1,Y39A3B.3
Y39A3B.5a.1,ckr-2
Y39A3B.5b.1,ckr-2
Y39A3B.5c.1,ckr-2
Y39A3B.5d.1,ckr-2
Y39A3B.5e.1,ckr-2
Y39A3B.5f.1,ckr-2
Y39A3CL.1.1,Y39A3CL.1
Y39A3CL.3.1,Y39A3CL.3
Y39A3CL.4a.1,Y39A3CL.4
Y39A3CL.4b.1,Y39A3CL.4
Y39A3CL.4c.1,Y39A3CL.4
Y39A3CL.4c.2,Y39A3CL.4
Y39A3CL.7a.1,Y39A3CL.7
Y39A3CL.7b.1,Y39A3CL.7
Y39A3CR.3a.1,ttc-7
Y39A3CR.3b.1,ttc-7
Y39A3CR.6.1,hlh-33
Y39A3CR.8a.1,Y39A3CR.8
Y39A3CR.8b.1,Y39A3CR.8
Y39D8A.1a.1,Y39D8A.1
Y39D8A.1b,Y39D8A.1
Y39D8A.1c,Y39D8A.1
Y39D8A.1d.1,Y39D8A.1
Y39D8B.1a.1,mltn-7
Y39D8B.1b.1,mltn-7
Y39D8B.2.1,mltn-6
Y39D8B.3.1,mltn-8
Y39F10A.1.1,Y39F10A.1
Y39F10A.2,Y39F10A.2
Y39F10A.3.1,Y39F10A.3
Y39F10B.1a.1,rfip-2
Y39F10B.1b.1,rfip-2
Y39F10C.1a.1,Y39F10C.1
Y39F10C.1a.2,Y39F10C.1
Y39F10C.1b.1,Y39F10C.1
Y39F10C.1c.1,Y39F10C.1
Y39F10C.1d,Y39F10C.1
Y39G10AL.1a.1,Y39G10AL.1
Y39G10AL.1b.1,Y39G10AL.1
Y39G10AR.2a.1,zwl-1
Y39G10AR.2b.1,zwl-1
Y39G10AR.2c.1,zwl-1
Y39G10AR.2d.1,zwl-1
Y39G10AR.3a.1,nekl-1
Y39G10AR.3b.1,nekl-1
Y39G10AR.3c,nekl-1
Y39G10AR.3d,nekl-1
Y39G10AR.5.1,zeel-1
Y39G10AR.6.1,ugt-31
Y39G10AR.7a.1,ekl-7
Y39G10AR.7b.1,ekl-7
Y39G10AR.8.1,eif-2gamma
Y39G10AR.9a.1,Y39G10AR.9
Y39G10AR.9a.2,Y39G10AR.9
Y39G10AR.9b.1,Y39G10AR.9
Y39G10AR.10.1,epg-2
Y39G10AR.11.1,Y39G10AR.11
Y39G10AR.11.2,Y39G10AR.11
Y39G10AR.11.3,Y39G10AR.11
Y39G10AR.12a.1,tpxl-1
Y39G10AR.12b.1,tpxl-1
Y39G10AR.15.1,Y39G10AR.15
Y39G10AR.16.1,Y39G10AR.16
Y39G10AR.17.1,sydn-1
Y39G10AR.18a.1,dot-1.1
Y39G10AR.18b.1,dot-1.1
Y39G10AR.18c.1,dot-1.1
Y39G10AR.18c.2,dot-1.1
Y39G10AR.20.1,tbca-1
Y39G10AR.21a.1,nsun-4
Y39G10AR.21b.1,nsun-4
Y39G10AR.21c.1,nsun-4
Y39G10AR.22.1,srbc-64
Y39H10A.1.1,Y39H10A.1
Y39H10A.2a.1,oac-55
Y39H10A.2b.1,oac-55
Y39H10A.2c.1,oac-55
Y39H10A.6a.1,Y39H10A.6
Y39H10A.6a.2,Y39H10A.6
Y39H10A.6b.1,Y39H10A.6
Y39H10A.6c.1,Y39H10A.6
Y40A1A.1,Y40A1A.1
Y40A1A.2.1,Y40A1A.2
Y40A1A.3.1,Y40A1A.3
Y40B10A.1a.1,lbp-9
Y40B10A.1b.1,lbp-9
Y40B10A.2a.1,comt-3
Y40B10A.2b.1,comt-3
Y40B10A.3a.1,srab-23
Y40B10A.3b.1,srab-23
Y40B10A.4,Y40B10A.4
Y40B10A.5a.1,Y40B10A.5
Y40B10A.5b.1,Y40B10A.5
Y40B10A.5c.1,Y40B10A.5
Y40B10A.5d.1,Y40B10A.5
Y40B10A.6.1,comt-4
Y40B10A.7.1,comt-5
Y40B10A.9a.1,Y40B10A.9
Y40B10A.9b.1,Y40B10A.9
Y40B10B.1.1,Y40B10B.1
Y40C5A.1.1,sqst-2
Y40C5A.1.2,sqst-2
Y40C5A.3a.1,Y40C5A.3
Y40C5A.3b.1,Y40C5A.3
Y40C5A.3c.1,Y40C5A.3
Y40C5A.3d.1,Y40C5A.3
Y40C5A.3e.1,Y40C5A.3
Y40C5A.3f.1,Y40C5A.3
Y40C5A.3g.1,Y40C5A.3
Y40C5A.3h.1,Y40C5A.3
Y40C5A.3i.1,Y40C5A.3
Y40C5A.3j.1,Y40C5A.3
Y40C5A.3k.1,Y40C5A.3
Y40C5A.3l.1,Y40C5A.3
Y40C5A.3m.1,Y40C5A.3
Y40C5A.3n.1,Y40C5A.3
Y40C5A.3o.1,Y40C5A.3
Y40C5A.3p.1,Y40C5A.3
Y40C5A.3q.1,Y40C5A.3
Y40C5A.4a.1,Y40C5A.4
Y40C5A.4a.2,Y40C5A.4
Y40C5A.4a.3,Y40C5A.4
Y40C5A.4b.1,Y40C5A.4
Y40C5A.4b.2,Y40C5A.4
Y40C5A.4c,Y40C5A.4
Y40C5A.4d.1,Y40C5A.4
Y40C5A.4d.2,Y40C5A.4
Y40C7B.4.1,Y40C7B.4
Y40D12A.1a.1,Y40D12A.1
Y40D12A.1b.1,Y40D12A.1
Y40D12A.2.1,ctsa-4.2
Y40D12A.2.2,ctsa-4.2
Y41D4A.1.1,Y41D4A.1
Y41D4A.3.1,Y41D4A.3
Y41D4A.4a.1,Y41D4A.4
Y41D4A.4a.2,Y41D4A.4
Y41D4A.4b.1,Y41D4A.4
Y41D4A.4c.1,Y41D4A.4
Y41D4A.4d.1,Y41D4A.4
Y41D4A.4e.1,Y41D4A.4
Y41D4A.4e.2,Y41D4A.4
Y41D4A.5.1,Y41D4A.5
Y41D4A.6a.1,Y41D4A.6
Y41D4A.6b.1,Y41D4A.6
Y41D4A.6c.1,Y41D4A.6
Y41D4A.6d.1,Y41D4A.6
Y41D4A.6e.1,Y41D4A.6
Y41D4A.6f.1,Y41D4A.6
Y41D4A.7a.1,Y41D4A.7
Y41D4A.7b.1,Y41D4A.7
Y41D4A.8a.1,frpr-19
Y41D4A.8b.1,frpr-19
Y41D4B.1.1,Y41D4B.1
Y41D4B.4a.1,Y41D4B.4
Y41D4B.4b.1,Y41D4B.4
Y41D4B.6a.1,Y41D4B.6
Y41D4B.6b.1,Y41D4B.6
Y41D4B.11a.1,Y41D4B.11
Y41D4B.11b.1,Y41D4B.11
Y41D4B.12a.1,set-23
Y41D4B.12b.1,set-23
Y41D4B.14.1,Y41D4B.14
Y41D4B.15.1,Y41D4B.15
Y41D4B.16.1,hpo-6
Y41D4B.17.1,Y41D4B.17
Y41D4B.18,Y41D4B.18
Y41D4B.20,nhr-287
Y41D4B.21a.1,nhr-274
Y41D4B.21b.1,nhr-274
Y41D4B.21c.1,nhr-274
Y41D4B.21d.1,nhr-274
Y41D4B.24.1,Y41D4B.24
Y41D4B.26.1,Y41D4B.26
Y41G9A.2.1,Y41G9A.2
Y41G9A.3.1,aakg-3
Y41G9A.4a.1,gbb-1
Y41G9A.4b.1,gbb-1
Y41G9A.4c.1,gbb-1
Y41G9A.4d.1,gbb-1
Y41G9A.4e.1,gbb-1
Y41G9A.5a.1,Y41G9A.5
Y41G9A.5b.1,Y41G9A.5
Y41G9A.6.1,Y41G9A.6
Y42G9A.1.1,Y42G9A.1
Y42G9A.2.1,Y42G9A.2
Y42G9A.3a.1,Y42G9A.3
Y42G9A.3a.2,Y42G9A.3
Y42G9A.3a.3,Y42G9A.3
Y42G9A.3b.1,Y42G9A.3
Y42G9A.3b.2,Y42G9A.3
Y42G9A.4a.1,mvk-1
Y42G9A.4a.2,mvk-1
Y42G9A.4b.1,mvk-1
Y42G9A.4b.2,mvk-1
Y42G9A.4c.1,mvk-1
Y42G9A.4c.2,mvk-1
Y42G9A.4d.1,mvk-1
Y42G9A.4d.2,mvk-1
Y42G9A.6a.1,wht-7
Y42G9A.6b.1,wht-7
Y42G9A.6b.2,wht-7
Y42H9AR.1.1,Y42H9AR.1
Y42H9AR.1.2,Y42H9AR.1
Y42H9AR.1.3,Y42H9AR.1
Y42H9AR.2.1,Y42H9AR.2
Y42H9AR.3a.1,rabs-5
Y42H9AR.3b.1,rabs-5
Y42H9AR.4.1,Y42H9AR.4
Y42H9AR.4.2,Y42H9AR.4
Y42H9AR.5.1,Y42H9AR.5
Y42H9B.3.1,Y42H9B.3
Y43B11AL.1.1,Y43B11AL.1
Y43B11AR.1.1,Y43B11AR.1
Y43B11AR.3.1,Y43B11AR.3
Y43H11AL.1a.1,Y43H11AL.1
Y43H11AL.1a.2,Y43H11AL.1
Y43H11AL.1a.3,Y43H11AL.1
Y43H11AL.1b.1,Y43H11AL.1
Y43H11AL.1b.2,Y43H11AL.1
Y43H11AL.1c.1,Y43H11AL.1
Y43H11AL.1d.1,Y43H11AL.1
Y43H11AL.1e.1,Y43H11AL.1
Y43H11AL.1e.2,Y43H11AL.1
Y43H11AL.2a.1,laat-1
Y43H11AL.2b.1,laat-1
Y43H11AL.2b.2,laat-1
Y44E3A.1a.1,Y44E3A.1
Y44E3A.1b,Y44E3A.1
Y44E3A.1c.1,Y44E3A.1
Y44E3A.1d.1,Y44E3A.1
Y44E3A.1d.2,Y44E3A.1
Y44E3A.3.1,trx-4
Y44E3A.4.1,cdap-2
